"Category","RelativePath","HitLines"
"PROOF_GAP",".\Jxhnny_Kl33N_Seedz\HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\PAST_WEEK_20260524_20260531\RUN_20260531_141441\PAST_WEEK_IDEA_CONCEPT_SYNTHESIS_V1_20260531_USE_NOW_LEDGER.csv","13"
"PROOF_GAP",".\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\DUAL_COMMAND_CENTER_L0_REVIEW_PACKET_20260606\DUAL_COMMAND_CENTER_L0_STATE_LEDGER_SCHEMAS.md","13"
"PROOF_GAP",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_LEGACY_RESIDUE_PHASE2_20260603_234817\PARKED_PACKAGES_PENDING_REVIEW\HELPER_CONTEXT_AUTHORITY_PROOF_RESEARCH_PACK_20260531\01_CURRENT_ACCEPTED_BATCHES\BATCH_01_CONTEXT_ENGINEERING_AND_CARRIER_V3_TRIPLE_PASS_UPSIDE_DOWN_20260531.md","13"
"PROOF_GAP",".\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0029__HELPER CAPABILITY BOUNDARIES_V1.5.txt\HELPER CAPABILITY BOUNDARIES_V1.5.txt","12"
"PROOF_GAP",".\_MISC_DRAWER\READ_REPORTS\CODING_ROOM\HARDENED_AIRLOCK_REPORT_BAD_MISSING_DOES_NOT_PROVE_20260531_045251.md","12"
"PROOF_GAP",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_CLEAR_20260531_20260531_083030\ROOT_LOOSE_SCRIPTS\WRITE_CODING_ROOM_TOOL_REGISTRY_V1_UNIQUE_20260531_0520.ps1","12"
"PROOF_GAP",".\_MISC_DRAWER\READ_REPORTS\CODING_ROOM\HARDENED_AIRLOCK_1_2_1_REPORT_BAD_MISSING_DOES_NOT_PROVE_20260531_045636.md","12"
"PROOF_GAP",".\_MISC_DRAWER\READ_REPORTS\CODING_ROOM\UNSAFE_CONTROL_FMEA_LEDGER_V1_UNIQUE_20260531_0610_20260531_052708\CODING_ROOM_UNSAFE_CONTROL_FMEA_LEDGER_V1_UNIQUE_20260531_0610_20260531_052708.md","11"
"PROOF_GAP",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_CLEAR_20260531_20260531_083030\ROOT_LOOSE_SCRIPTS\RUN_HARDENED_AIRLOCK_BAD_FIXTURES_UNIQUE_20260531_0456.ps1","11"
"PROOF_GAP",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_CLEAR_20260531_20260531_083030\ROOT_LOOSE_SCRIPTS\RUN_HARDENED_AIRLOCK_BAD_FIXTURES_V1_2_1_UNIQUE_20260531_0501.ps1","11"
"PROOF_GAP",".\_MISC_DRAWER\READ_REPORTS\DEEPER_HOUSE_RULES_ROOMS_TOOLS_RESOURCES_GAP_LEDGER_V2_20260528_010508.csv","11"
"PROOF_GAP",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_LEGACY_RESIDUE_PHASE2_20260603_234817\PARKED_PACKAGES_PENDING_REVIEW\HELPER_CONTEXT_AUTHORITY_PROOF_RESEARCH_PACK_20260531\01_CURRENT_ACCEPTED_BATCHES\BATCH_04_RISK_THREAT_AND_FAILURE_V3_20260531.md","10"
"PROOF_GAP",".\_SOURCE_RESEARCH_NOTES\HELPER_CONTEXT_AUTHORITY_PROOF_BATCH04_ROOT_COPY_20260531\BATCH_04_RISK_THREAT_AND_FAILURE_V3_20260531.md","10"
"PROOF_GAP",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_LEGACY_RESIDUE_PHASE2_20260603_234817\PARKED_PACKAGES_PENDING_REVIEW\HELPER_CONTEXT_AUTHORITY_PROOF_RESEARCH_PACK_20260531\02_SOURCE_REPAIRS\MULE_RESEARCH_IDEA_MATRIX_HELPER_CONTEXT_CARRIER_V2_20260531.csv","10"
"PROOF_GAP",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_LEGACY_RESIDUE_PHASE2_20260603_234817\PARKED_PACKAGES_PENDING_REVIEW\HELPER_CONTEXT_AUTHORITY_PROOF_RESEARCH_PACK_20260531\03_MATRICES\EXPANDED_RESEARCH_MATRIX_HELPER_CONTEXT_AUTHORITY_PROOF_V2_20260531.csv","10"
"PROOF_GAP",".\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\DUAL_COMMAND_CENTER_L0_REVIEW_PACKET_20260606\DUAL_COMMAND_CENTER_SYNC_CONTRACT_L0.md","9"
"PROOF_GAP",".\_TOOLS_AND_SCRIPTS\ROOT_LOOSE_HELPERS_20260603\COMMAND_GRAMMAR\RUN_COMMAND_GRAMMAR_V0_4_POINTER_READ_WRITE_RULES_DESIGN_SAVE_GATE.ps1","9"
"PROOF_GAP",".\_MISC_DRAWER\READ_REPORTS\CODING_ROOM\GENERATED_HELPER_SHAPE_GATE_REPAIR_WAVE_01_20260531_082423\READ_GENERATED_HELPER_SHAPE_CONTRACT_GATE_V1_1_LOCAL_ONLY_UNIQUE_20260531_1325.ps1","9"
"PROOF_GAP",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_CLEAR_20260531_20260531_083030\ROOT_LOOSE_SCRIPTS\READ_GENERATED_HELPER_SHAPE_CONTRACT_GATE_V1_LOCAL_ONLY_UNIQUE_20260531_1255.ps1","9"
"PROOF_GAP",".\_MISC_DRAWER\READ_REPORTS\CODING_ROOM\TOOL_REGISTRY_V1_UNIQUE_20260531_0520_20260531_051506\CODING_ROOM_TOOL_REGISTRY_V1_UNIQUE_20260531_0520_20260531_051506.md","9"
"PROOF_GAP",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_LEGACY_RESIDUE_PHASE2_20260603_234817\PARKED_PACKAGES_PENDING_REVIEW\HELPER_CONTEXT_AUTHORITY_PROOF_RESEARCH_PACK_20260531\01_CURRENT_ACCEPTED_BATCHES\BATCH_07_BUILD_DOMAINS_AND_OPEN_RESEARCH_QUEUE_V2_20260531.md","9"
"PROOF_GAP",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_LEGACY_RESIDUE_PHASE2_20260603_234817\PARKED_PACKAGES_PENDING_REVIEW\HELPER_CONTEXT_AUTHORITY_PROOF_RESEARCH_PACK_20260531\01_CURRENT_ACCEPTED_BATCHES\BATCH_00_SOURCE_LOCK_AND_RULES_V3_UPSIDE_DOWN_20260531.md","8"
"PROOF_GAP",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_LEGACY_RESIDUE_PHASE2_20260603_234817\PARKED_PACKAGES_PENDING_REVIEW\PARKING_GATE_CONTROL_SURFACE_V1\PARKING_CONTROL_SURFACE_V2\04_WEB_DIVE\PARKING_CONTROL_SURFACE_WEB_PATTERN_NOTES_20260601.md","8"
"PROOF_GAP",".\Jxhnny_Kl33N_Seedz\HOUSE_WORK\SYSTEM_ALIGNMENT_ROOM\ROOT_SOURCE_INTAKE_AND_HASH_TUNNEL_20260531\SCHEMA_CONTRACT_LEDGER_V1_20260531.csv","8"
"PROOF_GAP",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_CLEAR_20260531_20260531_083030\ROOT_LOOSE_DOCS\CODING_ROOM_DEEP_SOURCE_ORE_LOOSE_MATERIAL_V1.md","8"
"PROOF_GAP",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_LEGACY_RESIDUE_PHASE2_20260603_234817\PARKED_PACKAGES_PENDING_REVIEW\HELPER_CONTEXT_AUTHORITY_PROOF_RESEARCH_PACK_20260531\02_SOURCE_REPAIRS\MULE_RESEARCH_PREP_HELPER_CONTEXT_CARRIER_NEXT_WORK_DEEP_WEB_HOUSE_V3_20260531.md","8"
"PROOF_GAP",".\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\DUAL_COMMAND_CENTER_L0_REVIEW_PACKET_20260606\DUAL_COMMAND_CENTER_L0_STANDARD.md","8"
"PROOF_GAP",".\_TOOLS_AND_SCRIPTS\ROOT_LOOSE_HELPERS_20260603\COMMAND_GRAMMAR\RUN_COMMAND_GRAMMAR_V0_4_POINTER_READ_WRITE_RULES_DESIGN.ps1","8"
"PROOF_GAP",".\_MISC_DRAWER\READ_REPORTS\HOUSE_DOCK_CONTROL_ROOM_BIG_CHUNK_003_REPAIR_20260603\HOUSE_DOCK_IMPLEMENTATION_READY_PACKET_REPAIR_ADDENDUM_20260603.md","8"
"PROOF_GAP",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_LEGACY_RESIDUE_PHASE2_20260603_234817\PARKED_PACKAGES_PENDING_REVIEW\HOUSE_DOCK_CONTROL_ROOM_SAVE_PACKET_V1\04_KERNEL_PROOF\HOUSE_DOCK_PROOF_BENCH_AND_FIXTURE_SET_V1.md","8"
"PROOF_GAP",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_LEGACY_RESIDUE_PHASE2_20260603_234817\PARKED_PACKAGES_PENDING_REVIEW\PARKING_GATE_CONTROL_SURFACE_V1\Final Agent\CHAT_PICKUP_HANDOFF_PARKING_SYSTEM_NEXT_PROOF_BENCH_20260601.md","8"
"PROOF_GAP",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_LEGACY_RESIDUE_PHASE2_20260603_234817\PARKED_PACKAGES_PENDING_REVIEW\HOUSE_DOCK_CONTROL_ROOM_SAVE_PACKET_V1\02_STRUCTURE\HOUSE_DOCK_CONTRACT_PACK_V1.md","8"
"PROOF_GAP",".\_MISC_DRAWER\READ_REPORTS\PROJECT_COMMAND_CENTER_COMMAND_GRAMMAR_V0_4_POINTER_READ_WRITE_RULES_DESIGN_20260603_133140\PROJECT_COMMAND_CENTER_COMMAND_GRAMMAR_V0_4_POINTER_READ_WRITE_RULES_DESIGN_20260603_133140.txt","8"
"PROOF_GAP",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_LOOSE_DOCS_20260531_033722\HELPER_LOGIC_THINKING_PATTERN_LIBRARY_DEEP_DIVE_V3.txt","8"
"PROOF_GAP",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_LOOSE_DOCS_20260531_033722\HELPER_ASSERTION_AND_CLAIM_GRAMMAR_DEEP_DIVE_V2.md","8"
"PROOF_GAP",".\_TOOLS_AND_SCRIPTS\ROOT_LOOSE_HELPERS_20260603\COMMAND_GRAMMAR\RUN_COMMAND_GRAMMAR_V0_3_CONFIRMATION_CARD_DESIGN_SAVE_GATE.ps1","8"
"PROOF_GAP",".\Jxhnny_Kl33N_Seedz\_LOCAL_RUNNERS\ROW_001_STATIC_PACKET\WRITE_ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_V1.ps1","7"
"PROOF_GAP",".\_MISC_DRAWER\READ_REPORTS\HOUSE_DOCK_CONTROL_ROOM_BIG_CHUNK_001_20260603\HOUSE_DOCK_SHOW_TOOL_REGISTRY_IMPLEMENTATION_READY_PACKET_20260603.md","7"
"NEXT_ACTION",".\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\DUAL_COMMAND_CENTER_L0_REVIEW_PACKET_20260606\SOURCE_RAW\OUTSIDE_ASSISTANT_COOPERATION_INDEX_V0_2_SOURCE_TO_LIVE_L0_CUSTODY_CHAIN_RAW_20260605.md","820"
"NEXT_ACTION",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_LEGACY_RESIDUE_PHASE2_20260603_234817\PARKED_PACKAGES_PENDING_REVIEW\HOUSE_DOCK_CONTROL_ROOM_SAVE_PACKET_V1\98_SOURCE_RAW\FINAL_RAW_PROGRESS.txt","161"
"NEXT_ACTION",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_LEGACY_RESIDUE_PHASE2_20260603_234817\PARKED_PACKAGES_PENDING_REVIEW\PARKING_GATE_CONTROL_SURFACE_V1\raw progress.txt","157"
"NEXT_ACTION",".\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0015__raw progress.txt\raw progress.txt","157"
"NEXT_ACTION",".\Jxhnny_Kl33N_Seedz\HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\PAST_WEEK_20260524_20260531\RUN_20260531_141441\PAST_WEEK_IDEA_CONCEPT_CAPTURE_V1_20260531_CONCEPT_SIGNAL_LEDGER.csv","19"
"NEXT_ACTION",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_LEGACY_RESIDUE_PHASE2_20260603_234817\PARKED_PACKAGES_PENDING_REVIEW\LOWER_CAUSE_SEARCH_METHOD_LAB_20260601\RAW_WORK\RAW_CARD_COLLECTION.txt","19"
"NEXT_ACTION",".\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0014__RAW_CARD_COLLECTION.txt\RAW_CARD_COLLECTION.txt","19"
"NEXT_ACTION",".\_TOOLS_AND_SCRIPTS\ROOT_LOOSE_HELPERS_20260603\OTHER_ROUTING_AND_DECISION\RUN_CONSOLE_SEVERITY_COLOR_RULE_SAVE_GATE.ps1","18"
"NEXT_ACTION",".\_TOOLS_AND_SCRIPTS\ROOT_LOOSE_HELPERS_20260603\READ_ONLY_INSPECT\READ_ONLY_INSPECT_ACTIVE_TASK_V0_COLOR_V1.ps1","17"
"NEXT_ACTION",".\_TOOLS_AND_SCRIPTS\ROOT_LOOSE_HELPERS_20260603\READ_ONLY_INSPECT\READ_ONLY_INSPECT_ACTIVE_TASK_V0_COLOR_V1_1.ps1","17"
"NEXT_ACTION",".\Jxhnny_Kl33N_Seedz\HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\PAST_WEEK_20260524_20260531\RUN_20260531_141441\PAST_WEEK_IDEA_CONCEPT_SYNTHESIS_V1_20260531_UNIQUE_CONCEPTS_LEDGER.csv","16"
"NEXT_ACTION",".\_TOOLS_AND_SCRIPTS\ROOT_LOOSE_HELPERS_20260603\READ_ONLY_INSPECT\READ_ONLY_INSPECT_ACTIVE_TASK_V0.ps1","16"
"NEXT_ACTION",".\_TOOLS_AND_SCRIPTS\ROOT_LOOSE_HELPERS_20260603\OTHER_ROUTING_AND_DECISION\RUN_WARNING_SELF_CLASSIFICATION_RULE_SAVE_GATE.ps1","15"
"NEXT_ACTION",".\_TOOLS_AND_SCRIPTS\ROOT_LOOSE_HELPERS_20260603\OTHER_ROUTING_AND_DECISION\RUN_ACTIVE_TASK_POINTER_ROUTE_DECISION_CARD.ps1","15"
"NEXT_ACTION",".\_TOOLS_AND_SCRIPTS\ROOT_LOOSE_HELPERS_20260603\COMMAND_GRAMMAR\RUN_COMMAND_GRAMMAR_V0_6_GUARDED_LOCAL_ONLY_READ_IMPLEMENTATION_DESIGN.ps1","12"
"NEXT_ACTION",".\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_EXPOSURE_AND_33RD_PRIVATE_WORK_PROTOCOL_V0_1_20260606\SOURCE_RAW\HELPER_FILE_EXPOSURE_AND_33RD_PRIVATE_WORK_PROTOCOL_V0_1_RAW_20260606.md","12"
"NEXT_ACTION",".\_LOCAL_CUSTODY_N_RECEIPTS\LOSSLESS_CUSTODY_ACCOUNTING_FAMILY_AUDIT_20260604\LOSSLESS_CUSTODY_FOCUSED_RULE_CONCEPT_INDEX.csv","12"
"NEXT_ACTION",".\_MISC_DRAWER\READ_REPORTS\HOUSE_DOCK_CONTROL_ROOM_SOURCE_INTAKE_20260603_112539\HOUSE_DOCK_BUILD_CRITICAL_FILES_NUMBERED_20260603_112539.txt","12"
"NEXT_ACTION",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_LOOSE_FILE_CLEANOUT_20260604_20260604_172200\RULIOLOGICAL_STRATEGY_BENCH_INDEX_V0_2_SAVE.txt","11"
"NEXT_ACTION",".\_TOOLS_AND_SCRIPTS\ROOT_LOOSE_HELPERS_20260603\GUARD_REVIEW\RUN_GUARD_REVIEW_READ_ONLY_INSPECT_ACTIVE_TASK_V0_COLOR_V1_1.ps1","11"
"NEXT_ACTION",".\_MISC_DRAWER\READ_REPORTS\PROJECT_COMMAND_CENTER_COMMAND_GRAMMAR_V0_2_ACTIVE_TASK_POINTER_DESIGN_20260603_132416\PROJECT_COMMAND_CENTER_COMMAND_GRAMMAR_V0_2_ACTIVE_TASK_POINTER_DESIGN_20260603_132416.txt","11"
"NEXT_ACTION",".\_TOOLS_AND_SCRIPTS\ROOT_LOOSE_HELPERS_20260603\COMMAND_GRAMMAR\RUN_COMMAND_GRAMMAR_V0_2_ACTIVE_TASK_POINTER_DESIGN.ps1","11"
"NEXT_ACTION",".\_SOURCE_RESEARCH_NOTES\ROOT_TEXT_DROPS_20260603\CONSUMED_BY_REPO_SAVE\mulenotes.txt","10"
"NEXT_ACTION",".\_TOOLS_AND_SCRIPTS\ROOT_LOOSE_HELPERS_20260603\GUARD_REVIEW\RUN_GUARD_REVIEW_READ_ONLY_INSPECT_ACTIVE_TASK_V0_V1_1.ps1","10"
"NEXT_ACTION",".\Jxhnny_Kl33N_Seedz\HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\PAST_WEEK_20260524_20260531\RUN_20260531_141441\PAST_WEEK_IDEA_CONCEPT_SYNTHESIS_V1_20260531_NEXT_WORK_LEDGER.csv","10"
"NEXT_ACTION",".\_TOOLS_AND_SCRIPTS\ROOT_LOOSE_HELPERS_20260603\COMMAND_GRAMMAR\RUN_COMMAND_GRAMMAR_V0_6_GUARDED_LOCAL_ONLY_READ_IMPLEMENTATION_DESIGN_SAVE_GATE.ps1","9"
"NEXT_ACTION",".\_TOOLS_AND_SCRIPTS\ROOT_LOOSE_HELPERS_20260603\GUARD_REVIEW\RUN_GUARD_REVIEW_READ_ONLY_INSPECT_ACTIVE_TASK_V0.ps1","9"
"NEXT_ACTION",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_LEGACY_RESIDUE_PHASE2_20260603_234817\PARKED_PACKAGES_PENDING_REVIEW\HELPER_CONTEXT_AUTHORITY_PROOF_RESEARCH_PACK_20260531\01_CURRENT_ACCEPTED_BATCHES\BATCH_01_CONTEXT_ENGINEERING_AND_CARRIER_V3_TRIPLE_PASS_UPSIDE_DOWN_20260531.md","8"
"NEXT_ACTION",".\_TOOLS_AND_SCRIPTS\ROOT_LOOSE_HELPERS_20260603\COMMAND_GRAMMAR\RUN_COMMAND_GRAMMAR_V0_2_ACTIVE_TASK_POINTER_DESIGN_SAVE_GATE.ps1","8"
"NEXT_ACTION",".\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\DUAL_COMMAND_CENTER_L0_REVIEW_PACKET_20260606\DUAL_COMMAND_CENTER_L0_STATE_LEDGER_SCHEMAS.md","8"
"NEXT_ACTION",".\_TOOLS_AND_SCRIPTS\ROOT_LOOSE_HELPERS_20260603\OTHER_ROUTING_AND_DECISION\RUN_READ_ONLY_INSPECT_ACTIVE_TASK_IMPLEMENTATION_DECISION_CARD.ps1","8"
"NEXT_ACTION",".\Jxhnny_Kl33N_Seedz\BRAIN_LEARNING\WARNING_SELF_CLASSIFICATION_AND_EXPLANATION_RULE_20260603.md","8"
"NEXT_ACTION",".\_MISC_DRAWER\READ_REPORTS\DEEPER_HOUSE_RULES_ROOMS_TOOLS_RESOURCES_FILE_LEDGER_V2_20260528_010508.csv","7"
"NEXT_ACTION",".\_MISC_DRAWER\READ_REPORTS\DEEPER_HOUSE_RULES_ROOMS_TOOLS_RESOURCES_SIGNAL_LEDGER_V2_20260528_010508.csv","7"
"NEXT_ACTION",".\Jxhnny_Kl33N_Seedz\HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\HELPER_STRESS_BENCH_ROW_001_COMMAND_TABLE_20260603.csv","7"
"NEXT_ACTION",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_LEGACY_RESIDUE_PHASE2_20260603_234817\PARKED_PACKAGES_PENDING_REVIEW\HELPER_CONTEXT_AUTHORITY_PROOF_RESEARCH_PACK_20260531\01_CURRENT_ACCEPTED_BATCHES\BATCH_05_TESTING_REPLAY_AND_FIXTURES_V2_20260531.md","7"
"NEXT_ACTION",".\Jxhnny_Kl33N_Seedz\HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_REPORT_20260603.md","7"
"NEXT_ACTION",".\_MISC_DRAWER\READ_REPORTS\PROJECT_COMMAND_CENTER_ACTIVE_TASK_POINTER_ROUTE_DECISION_CARD_20260603_141047\PROJECT_COMMAND_CENTER_ACTIVE_TASK_POINTER_ROUTE_DECISION_CARD_20260603_141047.txt","7"
"NEXT_ACTION",".\_SOURCE_RESEARCH_NOTES\ROOT_TEXT_DROPS_20260603\CONSUMED_BY_REPO_SAVE\RAW_HELPER_STRESS_BENCH_DEEP_ADDENDUMS_COMPATIBILITY_GATES_AND_SELFTESTS_20260603.txt","7"
"NEXT_ACTION",".\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\DUAL_COMMAND_CENTER_L0_REVIEW_PACKET_20260606\DUAL_COMMAND_CENTER_L0_STANDARD.md","7"
"NEXT_ACTION",".\_LOCAL_CUSTODY_AND_RECEIPTS\ROOT_LEGACY_RESIDUE_PHASE2_20260603_234817\PARKED_PACKAGES_PENDING_REVIEW\HELPER_CONTEXT_AUTHORITY_PROOF_RESEARCH_PACK_20260531\02_SOURCE_REPAIRS\MULE_RESEARCH_PREP_HELPER_CONTEXT_CARRIER_NEXT_WORK_DEEP_WEB_HOUSE_V3_20260531.md","7"
"NEXT_ACTION",".\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\CleanSeedsBuild\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0044__CLEAN_SEED_ALIGNMENT_CHECK.txt\CLEAN_SEED_ALIGNMENT_CHECK.txt","6"
"NEXT_ACTION",".\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\CleanSeedsBuild\PROOF_HISTORY\BACKUP_CLEAN_SEED_ALIGNMENT_CHECK_BEFORE_TINY_WORKING_PATH_INSTALL_20260511.txt","6"
"NEXT_ACTION",".\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\CleanSeedsBuild\CLEAN_SEED_ALIGNMENT_CHECK.txt","6"
"NEXT_ACTION",".\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0001__123\123\Jxhnny_Kl33N_Seedz\CleanSeedsBuild\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0106__CLEAN_SEED_ALIGNMENT_CHECK.txt\CLEAN_SEED_ALIGNMENT_CHECK.txt","6"
"NEXT_ACTION",".\Jxhnny_Kl33N_Seedz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0044__CLEAN_SEED_ALIGNMENT_CHECK.txt\CLEAN_SEED_ALIGNMENT_CHECK.txt","6"
"NEXT_ACTION",".\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\CleanSeedsBuild\PROOF_HISTORY\BACKUP_CLEAN_SEED_ALIGNMENT_CHECK_BEFORE_LOCAL_FILE_LANE_LEAD_INSTALL_20260511.txt","6"
"NEXT_ACTION",".\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0001__123\123\Jxhnny_Kl33N_Seedz\CleanSeedsBuild\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0015__CLEAN_SEED_ALIGNMENT_CHECK.txt\CLEAN_SEED_ALIGNMENT_CHECK.txt","6"
"NEXT_ACTION",".\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0001__123\123\Jxhnny_Kl33N_Seedz\CleanSeedsBuild\PROOF_HISTORY\BACKUP_CLEAN_SEED_ALIGNMENT_CHECK_BEFORE_LOCAL_FILE_LANE_LEAD_INSTALL_20260511.txt","6"
"NEXT_ACTION",".\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0001__123\123\Jxhnny_Kl33N_Seedz\PROOF_HISTORY\BACKUP_CLEAN_SEED_ALIGNMENT_CHECK_BEFORE_LOCAL_FILE_LANE_LEAD_INSTALL_20260511.txt","6"
"NEXT_ACTION",".\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0001__123\123\Jxhnny_Kl33N_Seedz\CleanSeedsBuild\PROOF_HISTORY\BACKUP_CLEAN_SEED_ALIGNMENT_CHECK_BEFORE_TINY_WORKING_PATH_INSTALL_20260511.txt","6"
"NEXT_ACTION",".\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\CleanSeedsBuild\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0056__CLEAN_SEED_ALIGNMENT_CHECK_(1).txt\CLEAN_SEED_ALIGNMENT_CHECK (1).txt","6"
"NEXT_ACTION",".\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0001__123\123\Jxhnny_Kl33N_Seedz\CleanSeedsBuild\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0062__CLEAN_SEED_ALIGNMENT_CHECK.txt\CLEAN_SEED_ALIGNMENT_CHECK.txt","6"
"NEXT_ACTION",".\Jxhnny_Kl33N_Seedz\CleanSeedsBuild\CleanSeed_Backups\CleanSeed_SourceTruth_Backup_20260509_233207\SOURCE_COPY\PROOF_HISTORY\BACKUP_BEFORE_SCOPE_STATE_TRIGGER_LOCK\CLEAN_SEED_ALIGNMENT_CHECK.txt","6"
"NEXT_ACTION",".\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\CleanSeedsBuild\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0027__CLEAN_SEED_ALIGNMENT_CHECK.txt\CLEAN_SEED_ALIGNMENT_CHECK.txt","6"
